locus_tag,old_locus_tag,start,end,Product,Length
SARO_RS12080,Saro_2401,2568929,2569801,ATP synthase subunit gamma,872
SARO_RS12085,Saro_2402,2569866,2571311,ATP synthase subunit beta,1445
SARO_RS12090,Saro_2403,2571460,2571717,ATP synthase epsilon chain,257
SARO_RS12095,Saro_2404,2571954,2573342,aminomethyl transferase family protein,1388
SARO_RS12100,Saro_2405,2573603,2574442,beta-1%2C3-glucanase,839
SARO_RS12105,Saro_2406,2574470,2575483,twin-arginine translocation pathway signal protein,1013
SARO_RS12110,Saro_2407,2575480,2576235,IclR family transcriptional regulator,755
SARO_RS12115,Saro_2408,2576232,2576624,nuclear transport factor 2 family protein,392
SARO_RS12120,Saro_2409,2576621,2577754,enterotoxin,1133
SARO_RS12125,Saro_2410,2578324,2581104,TonB-dependent receptor,2780
SARO_RS12130,Saro_2411,2581270,2583744,twin-arginine translocation pathway signal protein,2474
SARO_RS12135,Saro_2412,2583756,2585444,PTS N-acetylglucosamine IIBC component,1688
SARO_RS12140,Saro_2413,2585441,2587951,phosphoenolpyruvate--protein phosphotransferase,2510
SARO_RS12145,Saro_2414,2588004,2589146,N-acetylglucosamine-6-phosphate deacetylase,1142
SARO_RS12150,Saro_2415,2589143,2590183,SIS domain-containing protein,1040
SARO_RS12155,Saro_2416,2590210,2590950,GntR family transcriptional regulator,740
SARO_RS12160,NA,2591073,2591285,hypothetical protein,212
SARO_RS12165,Saro_2417,2591327,2593792,beta-hexosaminidase,2465
SARO_RS12170,Saro_2418,2593840,2596416,beta-mannosidase,2576
SARO_RS12175,Saro_2419,2596413,2598962,glycoside hydrolase family 3,2549
SARO_RS12180,Saro_2420,2598959,2600401,metal-independent alpha-mannosidase,1442
SARO_RS12185,Saro_2421,2600398,2602707,alpha-1%2C2-mannosidase,2309
SARO_RS12190,Saro_2422,2602704,2604977,hypothetical protein,2273
SARO_RS12195,Saro_2423,2604974,2606890,alpha-L-fucosidase,1916
SARO_RS12200,Saro_2424,2606887,2609781,DUF4982 domain-containing protein,2894
SARO_RS12205,Saro_2425,2609778,2610539,hypothetical protein,761
SARO_RS12210,Saro_2426,2610554,2611399,FAA hydrolase family protein,845
SARO_RS12215,Saro_2427,2611396,2611743,L-rhamnose mutarotase,347
SARO_RS12220,Saro_2428,2611746,2613047,L-fucose:H+ symporter permease,1301
SARO_RS12225,Saro_2429,2613078,2613818,NAD(P)-dependent oxidoreductase,740
SARO_RS12230,Saro_2430,2613829,2615037,hydrolase,1208
SARO_RS12235,Saro_2431,2615034,2615363,D-galactarate dehydratase/Altronate hydrolase,329
SARO_RS12240,Saro_2432,2615344,2616177,amidohydrolase,833
SARO_RS12245,Saro_2433,2616174,2617163,aldo/keto reductase,989
SARO_RS12250,Saro_2434,2617282,2618100,IclR family transcriptional regulator,818
SARO_RS12255,Saro_2435,2618189,2619034,AraC family transcriptional regulator,845
SARO_RS12260,Saro_2436,2619147,2620316,4-hydroxybenzoate 3-monooxygenase,1169
SARO_RS12265,Saro_2437,2620391,2621065,DNA-binding response regulator,674
SARO_RS12270,Saro_2438,2621275,2623953,TonB-dependent receptor,2678
SARO_RS12275,Saro_2439,2624046,2625635,hypothetical protein,1589
SARO_RS12280,Saro_2440,2625899,2626285,hypothetical protein,386
SARO_RS12285,Saro_2441,2626298,2627761,glycerol kinase,1463
SARO_RS12290,Saro_2442,2627754,2629262,glycerol-3-phosphate dehydrogenase,1508
SARO_RS12295,Saro_2443,2629276,2630364,LLM class flavin-dependent oxidoreductase,1088
SARO_RS12300,Saro_2444,2630492,2631406,aldo/keto reductase,914
SARO_RS12305,Saro_2445,2631403,2632416,LacI family DNA-binding transcriptional regulator,1013
SARO_RS12310,Saro_2446,2632413,2634422,alpha-glucosidase,2009
SARO_RS12315,Saro_2447,2634603,2636954,TonB-dependent receptor,2351
SARO_RS12320,Saro_2448,2637286,2638515,MFS transporter,1229
SARO_RS12325,Saro_2449,2638634,2639713,putative sulfate exporter family transporter,1079
SARO_RS12330,Saro_2450,2639757,2640728,NADPH:quinone oxidoreductase family protein,971
SARO_RS12335,Saro_2451,2640725,2641969,cytochrome P450,1244
SARO_RS12340,Saro_2452,2642004,2643956,NAD(P)/FAD-dependent oxidoreductase,1952
SARO_RS12345,Saro_2453,2644059,2645693,ATP-dependent acyl-CoA ligase,1634
SARO_RS12350,Saro_2454,2645737,2646387,TetR/AcrR family transcriptional regulator,650
SARO_RS12355,Saro_2455,2646384,2647508,maleylacetate reductase,1124
SARO_RS12360,Saro_2456,2647738,2648964,CoA transferase,1226
SARO_RS12365,Saro_2457,2648961,2649866,MBL fold metallo-hydrolase,905
SARO_RS12370,Saro_2458,2649885,2652161,TonB-dependent receptor,2276
SARO_RS12375,Saro_2459,2652414,2653736,DUF3999 domain-containing protein,1322
SARO_RS12380,Saro_2460,2653733,2656567,DUF2339 domain-containing protein,2834
SARO_RS12385,Saro_2461,2656664,2657428,PAP2 family protein,764
SARO_RS12390,Saro_2462,2657679,2658371,VIT family protein,692
SARO_RS12395,Saro_2463,2658391,2659686,fumarylacetoacetase,1295
SARO_RS12400,Saro_2464,2659717,2660265,VOC family protein,548
SARO_RS12405,Saro_2465,2660381,2661277,LysR family transcriptional regulator,896
SARO_RS12410,Saro_2466,2661636,2662601,phosphatase PAP2 family protein,965
SARO_RS12415,Saro_2467,2662662,2663654,homocysteine S-methyltransferase,992
SARO_RS20255,Saro_2468,2663813,2664580,TetR/AcrR family transcriptional regulator,767
SARO_RS12425,Saro_2469,2664741,2667272,ligand-gated channel,2531
SARO_RS12430,Saro_2470,2667360,2669720,arylsulfatase,2360
SARO_RS12435,Saro_2471,2669717,2671183,DUF1254 domain-containing protein,1466
SARO_RS12440,Saro_2472,2671129,2672589,DUF1254 domain-containing protein,1460
SARO_RS12445,Saro_2473,2672670,2673440,3-oxoacyl-ACP reductase,770
SARO_RS12450,Saro_2474,2673496,2674410,formylglycine-generating enzyme family protein,914
SARO_RS12455,Saro_2475,2674487,2677174,DUF2309 domain-containing protein,2687
SARO_RS20260,Saro_2476,2677081,2678559,hypothetical protein,1478
SARO_RS12465,Saro_2477,2678583,2679455,LysR family transcriptional regulator,872
SARO_RS12475,Saro_2478,2679961,2680341,heat shock protein HspQ,380
SARO_RS12480,Saro_2479,2680366,2681244,multidrug ABC transporter permease,878
SARO_RS12485,Saro_2480,2681359,2682066,GcrA cell cycle regulator,707
SARO_RS12490,Saro_2481,2682188,2683312,GGDEF domain-containing protein,1124
SARO_RS12495,Saro_2482,2683433,2685751,polyribonucleotide nucleotidyltransferase,2318
SARO_RS12500,Saro_2483,2685914,2686183,30S ribosomal protein S15,269
SARO_RS12505,Saro_2484,2686189,2687103,tRNA pseudouridine(55) synthase TruB,914
SARO_RS12510,Saro_2485,2687106,2687765,site-2 protease family protein,659
SARO_RS12515,Saro_2486,2687810,2688364,N-acetyltransferase,554
SARO_RS12520,Saro_2487,2688361,2688939,thymidine kinase,578
SARO_RS12525,Saro_2488,2688951,2689358,ribosome-binding factor A,407
SARO_RS12530,Saro_2489,2689361,2689897,DUF1697 domain-containing protein,536
SARO_RS12535,Saro_2490,2690002,2692638,translation initiation factor IF-2,2636
SARO_RS12540,Saro_2491,2692635,2693369,DUF448 domain-containing protein,734
SARO_RS12545,Saro_2492,2693350,2694984,transcription termination/antitermination protein NusA,1634
SARO_RS12550,Saro_2493,2694988,2695548,ribosome maturation factor RimP,560
SARO_RS12555,Saro_2495,2696022,2696246,PspC domain-containing protein,224
SARO_RS12560,Saro_2496,2696315,2697040,membrane protein,725
SARO_RS12570,Saro_2497,2697274,2697939,pilus assembly protein TadE,665
SARO_RS12575,Saro_2498,2697939,2698520,pilus assembly protein,581
SARO_RS12580,Saro_2499,2698517,2700457,hypothetical protein,1940
SARO_RS20265,Saro_2500,2700925,2702313,hypothetical protein,1388
SARO_RS12595,Saro_2501,2702379,2703551,CoA transferase,1172
SARO_RS12600,Saro_2502,2703561,2705099,hypothetical protein,1538
SARO_RS12605,Saro_2503,2705109,2706542,aldehyde dehydrogenase,1433
SARO_RS12610,Saro_2504,2706568,2707683,NAD(P)-dependent alcohol dehydrogenase,1115
SARO_RS12615,Saro_2505,2707680,2709611,hypothetical protein,1931
SARO_RS12620,Saro_2506,2709608,2709922,hypothetical protein,314
SARO_RS12625,Saro_2507,2710035,2710988,LysR family transcriptional regulator,953
SARO_RS12630,Saro_2508,2710971,2712032,AraC family transcriptional regulator,1061
SARO_RS12635,Saro_2509,2712217,2714607,TonB-dependent receptor,2390
SARO_RS12640,Saro_2510,2714727,2715464,NAD(P)-dependent oxidoreductase,737
SARO_RS12645,Saro_2511,2715476,2716702,acyl-CoA dehydrogenase,1226
SARO_RS12650,Saro_2512,2716714,2717754,alcohol dehydrogenase,1040
SARO_RS12655,Saro_2513,2717729,2718886,aminotransferase,1157
SARO_RS12660,Saro_2514,2718951,2719328,ModE family transcriptional regulator,377
SARO_RS12665,Saro_2515,2719619,2720899,amidohydrolase family protein,1280
SARO_RS12670,Saro_2516,2720987,2721454,hypothetical protein,467
SARO_RS12675,NA,2721511,2721759,hypothetical protein,248
SARO_RS12680,Saro_2518,2721893,2722678,NUDIX domain-containing protein,785
SARO_RS12685,Saro_2519,2722991,2723320,monothiol glutaredoxin%2C Grx4 family,329
SARO_RS12690,Saro_2520,2723345,2723578,BolA family transcriptional regulator,233
SARO_RS12695,Saro_2521,2723578,2723901,DUF1476 domain-containing protein,323
SARO_RS12700,NA,2724014,2724580,hypothetical protein,566
SARO_RS12705,Saro_2523,2724740,2725330,hypothetical protein,590
SARO_RS12710,Saro_2524,2725475,2727619,S9 family peptidase,2144
SARO_RS12715,Saro_2525,2727747,2729882,S9 family peptidase,2135
SARO_RS12720,Saro_2526,2730199,2730624,50S ribosomal protein L17,425
SARO_RS12725,Saro_2527,2730746,2731807,DNA-directed RNA polymerase subunit alpha,1061
SARO_RS12730,Saro_2528,2731923,2732312,30S ribosomal protein S11,389
SARO_RS12735,Saro_2529,2732361,2732729,30S ribosomal protein S13,368
SARO_RS12740,Saro_2530,2733048,2733509,hypothetical protein,461
SARO_RS12745,NA,2733656,2734054,acyltransferase,398
SARO_RS12750,Saro_2532,2734123,2734542,hypothetical protein,419
SARO_RS12755,Saro_2533,2734524,2736611,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,2087
SARO_RS12760,Saro_2534,2736748,2737959,DUF2029 domain-containing protein,1211
SARO_RS12765,Saro_2535,2737946,2738572,N-acetyltransferase,626
SARO_RS12770,Saro_2536,2738577,2739440,oxygen-dependent coproporphyrinogen oxidase,863
SARO_RS12775,Saro_2537,2739485,2740159,phosphoesterase,674
SARO_RS12780,Saro_2538,2740284,2740805,translation initiation factor IF-3,521
SARO_RS12785,Saro_2539,2741051,2741350,hypothetical protein,299
SARO_RS12790,NA,2741432,2742238,hypothetical protein,806
SARO_RS12795,Saro_2541,2742309,2744999,TonB-dependent receptor,2690
SARO_RS12800,NA,2745095,2745412,hypothetical protein,317
SARO_RS12805,Saro_2542,2745445,2747283,translational GTPase TypA,1838
SARO_RS12810,NA,2747347,2747997,hemerythrin domain-containing protein,650
SARO_RS12815,Saro_2544,2748173,2749378,glycosyltransferase family 1 protein,1205
SARO_RS12820,Saro_2545,2749375,2749923,hypothetical protein,548
SARO_RS12825,Saro_2546,2749923,2750567,PadR family transcriptional regulator,644
SARO_RS12830,Saro_2547,2750666,2751988,replication-associated recombination protein A,1322
SARO_RS12835,Saro_2548,2751985,2752857,hypothetical protein,872
SARO_RS12845,NA,2753088,2753273,hypothetical protein,185
SARO_RS12850,NA,2753490,2753918,hypothetical protein,428
SARO_RS12855,Saro_2551,2753941,2754393,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,452
SARO_RS12860,NA,2754422,2755291,hypothetical protein,869
SARO_RS12865,NA,2755311,2755766,hypothetical protein,455
SARO_RS12870,Saro_2553,2755899,2756741,3-mercaptopyruvate sulfurtransferase,842
SARO_RS12875,Saro_2554,2756814,2758046,cystathionine beta-lyase,1232
SARO_RS12880,Saro_2555,2758043,2759008,mechanosensitive ion channel protein MscS,965
SARO_RS12885,Saro_2556,2759238,2760008,uroporphyrinogen-III C-methyltransferase,770
SARO_RS12890,Saro_2557,2760005,2760301,DUF2849 domain-containing protein,296
SARO_RS12895,Saro_2558,2760303,2761937,nitrite/sulfite reductase,1634
SARO_RS12900,Saro_2559,2761930,2762361,DUF934 domain-containing protein,431
SARO_RS12905,Saro_2560,2762385,2763197,phosphoadenylyl-sulfate reductase,812
SARO_RS12910,Saro_2561,2763327,2764727,C4-dicarboxylate ABC transporter,1400
SARO_RS12915,Saro_2562,2764917,2765588,hypothetical protein,671
SARO_RS12920,Saro_2563,2765588,2766340,hypothetical protein,752
SARO_RS12930,Saro_2565,2767495,2768811,hypothetical protein,1316
SARO_RS12935,Saro_2566,2768850,2769950,TrkA-N,1100
SARO_RS12940,Saro_2567,2770011,2772794,phosphoenolpyruvate carboxylase,2783
SARO_RS12945,Saro_2568,2772819,2773433,ketohydroxyglutarate aldolase,614
SARO_RS12950,Saro_2569,2773551,2774882,oxygen-independent coproporphyrinogen III oxidase,1331
SARO_RS12955,Saro_2570,2774890,2775138,hypothetical protein,248
SARO_RS12960,Saro_2571,2775135,2775284,cbb3-type cytochrome oxidase assembly protein CcoS,149
SARO_RS12965,Saro_2572,2775281,2777404,cadmium-translocating P-type ATPase,2123
SARO_RS12970,Saro_2573,2777401,2777871,integral membrane protein linked to a cation pump-like,470
SARO_RS12975,Saro_2574,2777868,2779337,cytochrome c oxidase accessory protein CcoG,1469
SARO_RS12980,Saro_2575,2779359,2780282,cytochrome-c oxidase%2C cbb3-type subunit III,923
SARO_RS12985,Saro_2576,2780275,2780445,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone,170
SARO_RS12990,Saro_2577,2780442,2781191,cytochrome-c oxidase%2C cbb3-type subunit II,749
SARO_RS12995,Saro_2578,2781217,2782863,cytochrome-c oxidase%2C cbb3-type subunit I,1646
SARO_RS13000,Saro_2579,2783100,2783786,membrane protein,686
SARO_RS13005,Saro_2580,2784084,2786504,TonB-dependent receptor,2420
SARO_RS13010,Saro_2581,2786581,2787276,Crp/Fnr family transcriptional regulator,695
SARO_RS13015,Saro_2582,2787539,2788027,flavin reductase,488
SARO_RS13020,Saro_2583,2788082,2788993,hypothetical protein,911
SARO_RS13025,Saro_2584,2789273,2791003,ATP-dependent helicase,1730
SARO_RS13030,Saro_2585,2791267,2791524,translation initiation factor IF-1,257
SARO_RS13035,Saro_2586,2791529,2791735,cold-shock protein,206
SARO_RS13040,Saro_2587,2791974,2793791,elongation factor 4,1817
SARO_RS13045,Saro_2588,2794230,2795537,porin,1307
SARO_RS13050,Saro_2589,2795589,2796617,hypothetical protein,1028
SARO_RS13055,Saro_2590,2796840,2797214,glycine zipper 2TM domain-containing protein,374
SARO_RS13060,Saro_2591,2797271,2799415,S46 family peptidase,2144
SARO_RS13065,Saro_2592,2799463,2800737,class I SAM-dependent methyltransferase,1274
SARO_RS13070,Saro_2593,2800825,2802342,methylmalonyl-CoA carboxyltransferase,1517
SARO_RS13075,Saro_2594,2802353,2803405,DNA topoisomerase,1052
SARO_RS13080,Saro_2595,2803495,2804361,glutathione-dependent disulfide-bond oxidoreductase,866
SARO_RS13090,Saro_2596,2804853,2805413,hypothetical protein,560
SARO_RS13095,Saro_2597,2805478,2806278,acetoacetate decarboxylase,800
SARO_RS13100,Saro_2598,2806423,2807313,5-carboxymethyl-2-hydroxymuconate isomerase,890
SARO_RS13105,Saro_2599,2807327,2808745,aldehyde dehydrogenase family protein,1418
SARO_RS20695,NA,2809501,2809866,AraC family transcriptional regulator,365
SARO_RS13115,Saro_2601,2809891,2812260,ligand-gated channel,2369
SARO_RS13120,Saro_2602,2812382,2813683,4-aminobutyrate--2-oxoglutarate transaminase,1301
SARO_RS13125,Saro_2603,2813680,2815092,NAD-dependent succinate-semialdehyde dehydrogenase,1412
SARO_RS13130,Saro_2604,2815108,2816343,MFS transporter,1235
SARO_RS13135,Saro_2605,2816556,2817617,AraC family transcriptional regulator,1061
SARO_RS13140,Saro_2606,2817653,2818495,type 1 glutamine amidotransferase,842
SARO_RS13145,Saro_2607,2818565,2819437,catecholic dioxygenase,872
SARO_RS13150,Saro_2608,2819584,2820849,cytochrome P450,1265
SARO_RS13155,Saro_2609,2820902,2822227,glutamine synthetase,1325
SARO_RS13160,Saro_2610,2822235,2823695,betaine-aldehyde dehydrogenase,1460
SARO_RS13165,Saro_2611,2823727,2824686,AraC family transcriptional regulator,959
SARO_RS13170,Saro_2612,2824855,2827278,TonB-dependent receptor,2423
SARO_RS13175,Saro_2613,2827306,2828118,alpha/beta hydrolase,812
SARO_RS13180,Saro_2614,2828193,2828594,globin,401
SARO_RS13185,Saro_2615,2828659,2829504,hypothetical protein,845
SARO_RS13190,Saro_2616,2829738,2831276,SulP family inorganic anion transporter,1538
SARO_RS13195,Saro_2617,2831273,2831965,carbonic anhydrase,692
SARO_RS13200,Saro_2618,2832091,2833401,ATP-binding protein,1310
SARO_RS13205,Saro_2619,2833398,2834120,DNA-binding response regulator,722
SARO_RS13210,NA,2834191,2834763,hypothetical protein,572
SARO_RS13215,NA,2834823,2835098,hypothetical protein,275
SARO_RS13220,Saro_2621,2835202,2835537,DOPA 4%2C5-dioxygenase,335
SARO_RS13225,Saro_2622,2835569,2837452,propionyl-CoA synthetase,1883
SARO_RS13230,Saro_2623,2837522,2839213,MFS transporter,1691
SARO_RS13235,Saro_2624,2839239,2840651,hypothetical protein,1412
SARO_RS13240,Saro_2625,2840827,2842776,acetyl-coenzyme A synthetase,1949
SARO_RS13245,Saro_2626,2842798,2843421,DNA-binding response regulator,623
SARO_RS13250,Saro_2627,2843398,2846748,histidine kinase,3350
SARO_RS13345,Saro_2628,2864412,2865608,glycosyltransferase family 2 protein,1196
SARO_RS13350,Saro_2629,2865650,2867119,hypothetical protein,1469
SARO_RS13355,Saro_2630,2867173,2868108,peptidase A2,935
SARO_RS13360,Saro_2631,2868163,2869989,ATM1-type heavy metal exporter,1826
SARO_RS13365,Saro_2632,2870055,2870255,DUF1737 domain-containing protein,200
SARO_RS13370,Saro_2633,2870264,2870740,N-acetyltransferase,476
SARO_RS13375,Saro_2634,2870737,2872038,ATP-dependent protease ATPase subunit HslU,1301
SARO_RS13380,Saro_2635,2872135,2872692,ATP-dependent protease subunit HslV,557
SARO_RS13385,Saro_2636,2872738,2873232,outer membrane protein assembly factor BamE,494
SARO_RS13390,Saro_2637,2873435,2873953,hypothetical protein,518
SARO_RS13395,Saro_2638,2873950,2874465,DUF177 domain-containing protein,515
SARO_RS13400,Saro_2639,2874527,2875915,MATE family efflux transporter,1388
SARO_RS13405,Saro_2640,2875964,2877673,DUF87 domain-containing protein,1709
SARO_RS13410,Saro_2641,2877773,2878495,hypothetical protein,722
SARO_RS13415,Saro_2642,2878522,2879436,sulfite exporter TauE/SafE family protein,914
SARO_RS20270,Saro_2643,2879513,2880616,hypothetical protein,1103
SARO_RS13425,Saro_2644,2880616,2882082,hypothetical protein,1466
SARO_RS13430,Saro_2645,2882210,2883382,Na+/H+ antiporter NhaA 2,1172
SARO_RS13435,Saro_2646,2883484,2883939,DNA starvation/stationary phase protection protein,455
SARO_RS13440,Saro_2647,2883943,2884677,type II secretion system protein N,734
SARO_RS13445,Saro_2648,2884674,2885153,hypothetical protein,479
SARO_RS13450,Saro_2649,2885150,2886268,general secretion pathway protein GspL,1118
SARO_RS13455,Saro_2650,2886278,2886745,type II secretion system protein GspG,467
SARO_RS13460,Saro_2651,2886748,2887977,type II secretion system protein GspF,1229
SARO_RS13465,Saro_2652,2887977,2889467,type II secretion system protein GspE,1490
SARO_RS13470,Saro_2653,2889499,2891745,type II secretion system protein GspD,2246
SARO_RS13475,Saro_2654,2891742,2892545,PDZ domain-containing protein,803
SARO_RS13480,Saro_2655,2892766,2893251,NUDIX domain-containing protein,485
SARO_RS13485,Saro_2656,2893230,2894366,DNA polymerase IV,1136
SARO_RS13490,Saro_2657,2894441,2895709,Bcr/CflA family drug resistance efflux transporter,1268
